In a hole in the ground there lived a hobbit. NA NA															
But he had no close friends	until some of his younger cousins began to grow up. NA NA														
The eldest of these	and Bilbo’s favourite	was young Frodo Baggins. NA NA													
When Bilbo was ninety-nine he adopted Frodo as his heir	and brought him to live at Bag End; and the hopes of the Sackville-Bagginses were finally dashed. NA NA														
Bilbo and Frodo happened to have the same birthday	September 22nd. NA NA														
‘You had better come and live here	Frodo my lad	’ said Bilbo one day; ‘and then we can celebrate our birthday-parties comfortably together.’ NA NA													
At that time Frodo was still in his tweens	as the hobbits called the irresponsible twenties between childhood and coming of age at thirty-three. NA NA														
Twelve more years passed. NA NA															
Each year the Bagginses had given very lively combined birthday-parties at Bag End; but now it was understood that something quite exceptional was being planned for that autumn. NA NA															
Bilbo was going to be eleventy-one	111	a rather curious number	and a very respectable age for a hobbit (the Old Took himself had only reached 130); and Frodo was going to be thirty-three	33	an important number: the date of his ‘coming of age’. NA NA										
Tongues began to wag in Hobbiton and Bywater; and rumour of the coming event travelled all over the Shire. NA NA															
The history and character of Mr. Bilbo Baggins became once again the chief topic of conversation; and the older folk suddenly found their reminiscences in welcome demand. NA NA															
No one had a more attentive audience than old Ham Gamgee	commonly known as the Gaffer. NA NA														
He held forth at The Ivy Bush	a small inn on the Bywater road; and he spoke with some authority	for he had tended the garden at Bag End for forty years	and had helped old Holman in the same job before that. NA NA												
Now that he was himself growing old and stiff in the joints	the job was mainly carried on by his youngest son	Sam Gamgee. NA NA													
Both father and son were on very friendly terms with Bilbo and Frodo. NA NA															
They lived on the Hill itself	in Number 3 Bagshot Row just below Bag End. NA NA														
‘A very nice well-spoken gentlehobbit is Mr. Bilbo	as I’ve always said	’ the Gaffer declared. NA NA													
With perfect truth: for Bilbo was very polite to him	calling him ‘Master Hamfast’	and consulting him constantly upon the growing of vegetables – in the matter of ‘roots’	especially potatoes	the Gaffer was recognized as the leading authority by all in the neighbourhood (including himself ). NA NA											
‘But what about this Frodo that lives with him?’ asked Old Noakes of Bywater. NA NA															
‘Baggins is his name	but he’s more than half a Brandybuck	they say. NA NA													
It beats me why any Baggins of Hobbiton should go looking for a wife away there in Buckland	where folks are so queer.’ NA NA														
‘And no wonder they’re queer	’ put in Daddy Twofoot (the Gaffer’s next-door neighbour)	‘if they live on the wrong side of the Brandywine River	and right agin the Old Forest. NA NA												
That’s a dark bad place	if half the tales be true.’ NA NA														
‘You’re right	Dad!’ said the Gaffer. NA NA														
‘Not that the Brandybucks of Buckland live in the Old Forest; but they’re a queer breed	seemingly. NA NA														
They fool about with boats on that big river – and that isn’t natural. NA NA															
Small wonder that trouble came of it	I say. NA NA														
But be that as it may	Mr. Frodo is as nice a young hobbit as you could wish to meet. NA NA														
Very much like Mr. Bilbo	and in more than looks. NA NA														
After all his father was a Baggins. NA NA															
A decent respectable hobbit was Mr. Drogo Baggins; there was never much to tell of him	till he was drownded.’ NA NA														
‘Drownded?’ said several voices. NA NA															
They had heard this and other darker rumours before	of course; but hobbits have a passion for family history	and they were ready to hear it again. NA NA													
‘Well	so they say	’ said the Gaffer. NA NA													
‘You see: Mr. Drogo	he married poor Miss Primula Brandybuck. NA NA														
She was our Mr. Bilbo’s first cousin on the mother’s side (her mother being the youngest of the Old Took’s daughters); and Mr. Drogo was his second cousin. NA NA															
So Mr. Frodo is his first and second cousin	once removed either way	as the saying is	if you follow me. NA NA												
And Mr. Drogo was staying at Brandy Hall with his father-in-law	old Master Gorbadoc	as he often did after his marriage (him being partial to his vittles	and old Gorbadoc keeping a mighty generous table); and he went out boating on the Brandywine River; and he and his wife were drownded	and poor Mr. Frodo only a child and all.’ NA NA											
‘I’ve heard they went on the water after dinner in the moonlight	’ said Old Noakes; ‘and it was Drogo’s weight as sunk the boat.’ NA NA														
‘And I heard she pushed him in	and he pulled her in after him	’ said Sandyman	the Hobbiton miller. NA NA												
‘You shouldn’t listen to all you hear	Sandyman	’ said the Gaffer	who did not much like the miller. NA NA												
‘There isn’t no call to go talking of pushing and pulling. NA NA															
Boats are quite tricky enough for those that sit still without looking further for the cause of trouble. NA NA															
Anyway: there was this Mr. Frodo left an orphan and stranded	as you might say	among those queer Bucklanders	being brought up anyhow in Brandy Hall. NA NA												
A regular warren	by all accounts. metaphor NA														
Old Master Gorbadoc never had fewer than a couple of hundred relations in the place. NA NA															
Mr. Bilbo never did a kinder deed than when he brought the lad back to live among decent folk. NA NA															
‘But I reckon it was a nasty knock for those Sackville-Bagginses. NA NA															
They thought they were going to get Bag End	that time when he went off and was thought to be dead. NA NA														
And then he comes back and orders them off; and he goes on living and living	and never looking a day older	bless him! NA NA													
And suddenly he produces an heir	and has all the papers made out proper. NA NA														
The Sackville-Bagginses won’t never see the inside of Bag End now	or it is to be hoped not.’ NA NA														
‘There’s a tidy bit of money tucked away up there	I hear tell	’ said a stranger	a visitor on business from Michel Delving in the Westfarthing. NA NA												
‘All the top of your hill is full of tunnels packed with chests of gold and silver	and jools	by what I’ve heard.’ NA NA													
‘Then you’ve heard more than I can speak to	’ answered the Gaffer. NA NA														
‘I know nothing about jools. NA NA															
Mr. Bilbo is free with his money	and there seems no lack of it; but I know of no tunnel-making. NA NA														
I saw Mr. Bilbo when he came back	a matter of sixty years ago	when I was a lad. NA NA													
I’d not long come prentice to old Holman (him being my dad’s cousin)	but he had me up at Bag End helping him to keep folks from trampling and trapessing all over the garden while the sale was on. alliteration NA														
And in the middle of it all Mr. Bilbo comes up the Hill with a pony and some mighty big bags and a couple of chests. NA NA															
I don’t doubt they were mostly full of treasure he had picked up in foreign parts	where there be mountains of gold	they say; but there wasn’t enough to fill tunnels. NA NA													
But my lad Sam will know more about that. NA NA															
He’s in and out of Bag End. NA NA															
Crazy about stories of the old days	he is	and he listens to all Mr. Bilbo’s tales. NA NA													
Mr. Bilbo has learned him his letters – meaning no harm	mark you	and I hope no harm will come of it. NA NA													
‘Elves and Dragons! I says to him. NA NA															
Cabbages and potatoes are better for me and you. NA NA															
Don’t go getting mixed up in the business of your betters	or you’ll land in trouble too big for you	I says to him. NA NA													
And I might say it to others	’ he added with a look at the stranger and the miller. NA NA														
But the Gaffer did not convince his audience. NA NA															
The legend of Bilbo’s wealth was now too firmly fixed in the minds of the younger generation of hobbits. NA NA															
‘Ah	but he has likely enough been adding to what he brought at first	’ argued the miller	voicing common opinion. NA NA												
‘He’s often away from home. NA NA															
And look at the outlandish folk that visit him: dwarves coming at night	and that old wandering conjuror	Gandalf	and all. NA NA												
You can say what you like	Gaffer	but Bag End’s a queer place	and its folk are queerer.’ NA NA												
‘And you can say what you like	about what you know no more of than you do of boating	Mr. Sandyman	’ retorted the Gaffer	disliking the miller even more than usual. NA NA											
‘If that’s being queer	then we could do with a bit more queerness in these parts. NA NA														
There’s some not far away that wouldn’t offer a pint of beer to a friend	if they lived in a hole with golden walls. NA NA														
But they do things proper at Bag End. NA NA															
Our Sam says that everyone’s going to be invited to the party	and there’s going to be presents	mark you	presents for all – this very month as is.’ NA NA												
That very month was September	and as fine as you could ask. NA NA														
A day or two later a rumour (probably started by the knowledgeable Sam) was spread about that there were going to be fireworks – fireworks	what is more	such as had not been seen in the Shire for nigh on a century	not indeed since the Old Took died. NA NA												
Days passed and The Day drew nearer. NA NA															
An odd-looking waggon laden with odd-looking packages rolled into Hobbiton one evening and toiled up the Hill to Bag End. NA NA															
The startled hobbits peered out of lamplit doors to gape at it. NA NA															
It was driven by outlandish folk	singing strange songs: dwarves with long beards and deep hoods. alliteration NA														
A few of them remained at Bag End. NA NA															
At the end of the second week in September a cart came in through Bywater from the direction of Brandywine Bridge in broad daylight. NA NA															
An old man was driving it all alone. NA NA															
He wore a tall pointed blue hat	a long grey cloak	and a silver scarf. NA NA													
He had a long white beard and bushy eyebrows that stuck out beyond the brim of his hat. NA NA															
Small hobbit-children ran after the cart all through Hobbiton and right up the hill. NA NA															
It had a cargo of fireworks	as they rightly guessed. NA NA														
At Bilbo’s front door the old man began to unload: there were great bundles of fireworks of all sorts and shapes	each labelled with a large red G and the elf-rune	. NA NA													
That was Gandalf’s mark	of course	and the old man was Gandalf the Wizard	whose fame in the Shire was due mainly to his skill with fires	smokes	and lights. NA NA										
His real business was far more difficult and dangerous	but the Shire-folk knew nothing about it. NA NA														
To them he was just one of the ‘attractions’ at the Party. NA NA															
Hence the excitement of the hobbit-children. NA NA															
‘G for Grand!’ they shouted	and the old man smiled. NA NA														
They knew him by sight	though he only appeared in Hobbiton occasionally and never stopped long; but neither they nor any but the oldest of their elders had seen one of his firework displays – they now belonged to a legendary past. NA NA														
When the old man	helped by Bilbo and some dwarves	had finished unloading	Bilbo gave a few pennies away; but not a single squib or cracker was forthcoming	to the disappointment of the onlookers. NA NA											
‘Run away now!’ said Gandalf. NA NA															
‘You will get plenty when the time comes.’ NA NA															
Then he disappeared inside with Bilbo	and the door was shut. NA NA														
The young hobbits stared at the door in vain for a while	and then made off	feeling that the day of the party would never come. NA NA													
Inside Bag End	Bilbo and Gandalf were sitting at the open window of a small room looking out west on to the garden. NA NA														
The late afternoon was bright and peaceful. NA NA															
The flowers glowed red and golden: snap-dragons and sunflowers	and nasturtians trailing all over the turf walls and peeping in at the round windows. NA NA														
‘How bright your garden looks!’ said Gandalf. NA NA															
‘Yes	’ said Bilbo. NA NA														
‘I am very fond indeed of it	and of all the dear old Shire; but I think I need a holiday.’ NA NA														
‘You mean to go on with your plan then?’ NA NA															
‘I do. I made up my mind months ago	and I haven’t changed it.’ alliteration NA														
‘Very well. It is no good saying any more. NA NA															
Stick to your plan – your whole plan	mind – and I hope it will turn out for the best	for you	and for all of us.’ NA NA												
‘I hope so. Anyway I mean to enjoy myself on Thursday	and have my little joke.’ NA NA														
‘Who will laugh	I wonder?’ said Gandalf	shaking his head. NA NA													
‘We shall see	’ said Bilbo. NA NA														
The next day more carts rolled up the Hill	and still more carts. NA NA														
There might have been some grumbling about ‘dealing locally’	but that very week orders began to pour out of Bag End for every kind of provision	commodity	or luxury that could be obtained in Hobbiton or Bywater or anywhere in the neighbourhood. NA NA												
People became enthusiastic; and they began to tick off the days on the calendar; and they watched eagerly for the postman	hoping for invitations. NA NA														
Before long the invitations began pouring out	and the Hobbiton post-office was blocked	and the Bywater post-office was snowed under	and voluntary assistant postmen were called for. NA NA												
There was a constant stream of them going up the Hill	carrying hundreds of polite variations on Thank you	I shall certainly come. NA NA													
A notice appeared on the gate at Bag End: no admittance except on party business. NA NA															
Even those who had	or pretended to have Party Business were seldom allowed inside. NA NA														
Bilbo was busy: writing invitations	ticking off answers	packing up presents	and making some private preparations of his own. NA NA												
From the time of Gandalf’s arrival he remained hidden from view. NA NA															
One morning the hobbits woke to find the large field	south of Bilbo’s front door	covered with ropes and poles for tents and pavilions. NA NA													
A special entrance was cut into the bank leading to the road	and wide steps and a large white gate were built there. NA NA														
The three hobbit-families of Bagshot Row	adjoining the field	were intensely interested and generally envied. NA NA													
Old Gaffer Gamgee stopped even pretending to work in his garden. NA NA															
The tents began to go up. NA NA															
There was a specially large pavilion	so big that the tree that grew in the field was right inside it	and stood proudly near one end	at the head of the chief table. NA NA												
Lanterns were hung on all its branches. NA NA															
More promising still (to the hobbits’ mind): an enormous open-air kitchen was erected in the north corner of the field. NA NA															
A draught of cooks	from every inn and eating-house for miles around	arrived to supplement the dwarves and other odd folk that were quartered at Bag End. NA NA													
Excitement rose to its height. NA NA															
Then the weather clouded over. NA NA															
That was on Wednesday the eve of the Party. NA NA															
Anxiety was intense. NA NA															
Then Thursday	September the 22nd	actually dawned. NA NA													
The sun got up	the clouds vanished	flags were unfurled and the fun began. NA NA													
Bilbo Baggins called it a party	but it was really a variety of entertainments rolled into one. NA NA														
Practically everybody living near was invited. NA NA															
A very few were overlooked by accident	but as they turned up all the same	that did not matter. NA NA													
Many people from other parts of the Shire were also asked; and there were even a few from outside the borders. NA NA															
Bilbo met the guests (and additions) at the new white gate in person. NA NA															
He gave away presents to all and sundry – the latter were those who went out again by a back way and came in again by the gate. NA NA															
Hobbits give presents to other people on their own birthdays. NA NA															
Not very expensive ones	as a rule	and not so lavishly as on this occasion; but it was not a bad system. NA NA													
Actually in Hobbiton and Bywater every day in the year was somebody’s birthday	so that every hobbit in those parts had a fair chance of at least one present at least once a week. NA NA														
But they never got tired of them. NA NA															
On this occasion the presents were unusually good. NA NA															
The hobbit-children were so excited that for a while they almost forgot about eating. NA NA															
There were toys the like of which they had never seen before	all beautiful and some obviously magical. NA NA														
Many of them had indeed been ordered a year before	and had come all the way from the Mountain and from Dale	and were of real dwarf-make. NA NA													
When every guest had been welcomed and was finally inside the gate	there were songs	dances	music	games	and	of course	food and drink. NA NA								
There were three official meals: lunch	tea	and dinner (or supper). NA NA													
But lunch and tea were marked chiefly by the fact that at those times all the guests were sitting down and eating together. NA NA															
At other times there were merely lots of people eating and drinking – continuously from elevenses until six-thirty	when the fireworks started. NA NA														
The fireworks were by Gandalf: they were not only brought by him	but designed and made by him; and the special effects	set pieces	and flights of rockets were let off by him. NA NA												
But there was also a generous distribution of squibs	crackers	backarappers	sparklers	torches	dwarf-candles	elf-fountains	goblin-barkers and thunder-claps. NA NA								
They were all superb. NA NA															
The art of Gandalf improved with age. NA NA															
There were rockets like a flight of scintillating birds singing with sweet voices. simile	alliteration NA														
There were green trees with trunks of dark smoke: their leaves opened like a whole spring unfolding in a moment	and their shining branches dropped glowing flowers down upon the astonished hobbits	disappearing with a sweet scent just before they touched their upturned faces. simile NA													
There were fountains of butterflies that flew glittering into the trees; there were pillars of coloured fires that rose and turned into eagles	or sailing ships	or a phalanx of flying swans; there was a red thunderstorm and a shower of yellow rain; there was a forest of silver spears that sprang suddenly into the air with a yell like an embattled army	and came down again into the Water with a hiss like a hundred hot snakes. simile NA												
And there was also one last surprise	in honour of Bilbo	and it startled the hobbits exceedingly	as Gandalf intended. NA NA												
The lights went out. NA NA															
A great smoke went up. NA NA															
It shaped itself like a mountain seen in the distance	and began to glow at the summit. simile NA														
It spouted green and scarlet flames. NA NA															
Out flew a red-golden dragon – not life-size	but terribly life-like: fire came from his jaws	his eyes glared down; there was a roar	and he whizzed three times over the heads of the crowd. NA NA												
They all ducked	and many fell flat on their faces. alliteration NA														
The dragon passed like an express train	turned a somersault	and burst over Bywater with a deafening explosion. simile NA													
‘That is the signal for supper!’ said Bilbo. NA NA															
The pain and alarm vanished at once	and the prostrate hobbits leaped to their feet. NA NA														
There was a splendid supper for everyone; for everyone	that is	except those invited to the special family dinner-party. NA NA													
This was held in the great pavilion with the tree. NA NA															
The invitations were limited to twelve dozen (a number also called by the hobbits One Gross	though the word was not considered proper to use of people); and the guests were selected from all the families to which Bilbo and Frodo were related	with the addition of a few special unrelated friends (such as Gandalf ). NA NA													
Many young hobbits were included	and present by parental permission; for hobbits were easy-going with their children in the matter of sitting up late	especially when there was a chance of getting them a free meal. NA NA													
Bringing up young hobbits took a lot of provender. NA NA															
There were many Bagginses and Boffins	and also many Tooks and Brandybucks; there were various Grubbs (relations of Bilbo Baggins’ grandmother)	and various Chubbs (connexions of his Took grandfather); and a selection of Burrowses	Bolgers	Bracegirdles	Brockhouses	Goodbodies	Hornblowers and Proudfoots. alliteration NA								
Some of these were only very distantly connected with Bilbo	and some had hardly ever been in Hobbiton before	as they lived in remote corners of the Shire. NA NA													
The Sackville-Bagginses were not forgotten. NA NA															
Otho and his wife Lobelia were present. NA NA															
They disliked Bilbo and detested Frodo	but so magnificent was the invitation card	written in golden ink	that they had felt it was impossible to refuse. NA NA												
Besides	their cousin	Bilbo	had been specializing in food for many years and his table had a high reputation. NA NA												
All the one hundred and forty-four guests expected a pleasant feast; though they rather dreaded the after-dinner speech of their host (an inevitable item). NA NA															
He was liable to drag in bits of what he called poetry; and sometimes	after a glass or two	would allude to the absurd adventures of his mysterious journey. NA NA													
The guests were not disappointed: they had a very pleasant feast	in fact an engrossing entertainment: rich	abundant	varied	and prolonged. NA NA											
The purchase of provisions fell almost to nothing throughout the district in the ensuing weeks; but as Bilbo’s catering had depleted the stocks of most of the stores	cellars and warehouses for miles around	that did not matter much. NA NA													
After the feast (more or less) came the Speech. NA NA															
Most of the company were	however	now in a tolerant mood	at that delightful stage which they called ‘filling up the corners’. NA NA												
They were sipping their favourite drinks	and nibbling at their favourite dainties	and their fears were forgotten. NA NA													
They were prepared to listen to anything	and to cheer at every full stop. NA NA														
My dear People	began Bilbo	rising in his place. NA NA													
‘Hear! Hear! Hear!’ they shouted	and kept on repeating it in chorus	seeming reluctant to follow their own advice. NA NA													
Bilbo left his place and went and stood on a chair under the illuminated tree. NA NA															
The light of the lanterns fell on his beaming face; the golden buttons shone on his embroidered silk waistcoat. NA NA															
They could all see him standing	waving one hand in the air	the other was in his trouser-pocket. NA NA													
My dear Bagginses and Boffins	he began again; and my dear Tooks and Brandybucks	and Grubbs	and Chubbs	and Burrowses	and Hornblowers	and Bolgers	Bracegirdles	Goodbodies	Brockhouses and Proudfoots. alliteration NA						
‘Proudfeet!’ shouted an elderly hobbit from the back of the pavilion. NA NA															
His name	of course	was Proudfoot	and well merited; his feet were large	exceptionally furry	and both were on the table. NA NA										
Proudfoots	repeated Bilbo. NA NA														
Also my good Sackville-Bagginses that I welcome back at last to Bag End. NA NA															
Today is my one hundred and eleventh birthday: I am eleventy-one today! NA NA															
‘Hurray! Hurray! Many Happy Returns!’ they shouted	and they hammered joyously on the tables. NA NA														
Bilbo was doing splendidly. NA NA															
This was the sort of stuff they liked: short and obvious. NA NA															
I hope you are all enjoying yourselves as much as I am. NA NA															
Deafening cheers. NA NA															
Cries of Yes (and No). NA NA															
Noises of trumpets and horns	pipes and flutes	and other musical instruments. NA NA													
There were	as has been said	many young hobbits present. NA NA													
Hundreds of musical crackers had been pulled. NA NA															
Most of them bore the mark dale on them; which did not convey much to most of the hobbits	but they all agreed they were marvellous crackers. NA NA														
They contained instruments	small	but of perfect make and enchanting tones. NA NA													
Indeed	in one corner some of the young Tooks and Brandybucks	supposing Uncle Bilbo to have finished (since he had plainly said all that was necessary)	now got up an impromptu orchestra	and began a merry dance-tune. NA NA											
Master Everard Took and Miss Melilot Brandybuck got on a table and with bells in their hands began to dance the Springle-ring: a pretty dance	but rather vigorous. NA NA														
But Bilbo had not finished. NA NA															
Seizing a horn from a youngster nearby	he blew three loud hoots. NA NA														
The noise subsided. NA NA															
I shall not keep you long	he cried. NA NA														
Cheers from all the assembly. NA NA															
I have called you all together for a Purpose. NA NA															
Something in the way that he said this made an impression. NA NA															
There was almost silence	and one or two of the Tooks pricked up their ears. NA NA														
Indeed	for Three Purposes! NA NA														
First of all	to tell you that I am immensely fond of you all	and that eleventy-one years is too short a time to live among such excellent and admirable hobbits. NA NA													
Tremendous outburst of approval. NA NA															
I don’t know half of you half as well as I should like; and I like less than half of you half as well as you deserve. NA NA															
This was unexpected and rather difficult. NA NA															
There was some scattered clapping	but most of them were trying to work it out and see if it came to a compliment. NA NA														
Secondly	to celebrate my birthday. NA NA														
Cheers again. NA NA															
I should say: OUR birthday. NA NA															
For it is	of course	also the birthday of my heir and nephew	Frodo. NA NA												
He comes of age and into his inheritance today. NA NA															
Some perfunctory clapping by the elders; and some loud shouts of ‘Frodo! Frodo! Jolly old Frodo	’ from the juniors. NA NA														
The Sackville-Bagginses scowled	and wondered what was meant by ‘coming into his inheritance’. NA NA														
Together we score one hundred and forty-four. NA NA															
Your numbers were chosen to fit this remarkable total: One Gross	if I may use the expression. NA NA														
No cheers. NA NA															
This was ridiculous. NA NA															
Many of the guests	and especially the Sackville-Bagginses	were insulted	feeling sure they had only been asked to fill up the required number	like goods in a package. simile NA											
‘One Gross	indeed! Vulgar expression.’ NA NA														
It is also	if I may be allowed to refer to ancient history	the anniversary of my arrival by barrel at Esgaroth on the Long Lake; though the fact that it was my birthday slipped my memory on that occasion. NA NA													
I was only fifty-one then	and birthdays did not seem so important. NA NA														
The banquet was very splendid	however	though I had a bad cold at the time	I remember	and could only say ‘thag you very buch’. NA NA											
I now repeat it more correctly: Thank you very much for coming to my little party. NA NA															
Obstinate silence. NA NA															
They all feared that a song or some poetry was now imminent; and they were getting bored. NA NA															
Why couldn’t he stop talking and let them drink his health? NA NA															
But Bilbo did not sing or recite. NA NA															
He paused for a moment. NA NA															
Thirdly and finally	he said	I wish to make an ANNOUNCEMENT. NA NA													
He spoke this last word so loudly and suddenly that everyone sat up who still could. NA NA															
I regret to announce that – though	as I said	eleventy-one years is far too short a time to spend among you – this is the END. NA NA													
I am going. NA NA															
I am leaving NOW. NA NA															
GOOD-BYE! NA NA															
He stepped down and vanished. NA NA															
There was a blinding flash of light	and the guests all blinked. NA NA														
When they opened their eyes Bilbo was nowhere to be seen. NA NA															
One hundred and forty-four flabbergasted hobbits sat back speechless. alliteration NA															
Old Odo Proudfoot removed his feet from the table and stamped. NA NA															
Then there was a dead silence	until suddenly	after several deep breaths	every Baggins	Boffin	Took	Brandybuck	Grubb	Chubb	Burrows	Bolger	Bracegirdle	Brockhouse	Goodbody	Hornblower	and Proudfoot began to talk at once. alliteration NA
It was generally agreed that the joke was in very bad taste	and more food and drink were needed to cure the guests of shock and annoyance. NA NA														
‘He’s mad. I always said so	’ was probably the most popular comment. NA NA														
Even the Tooks (with a few exceptions) thought Bilbo’s behaviour was absurd. NA NA															
For the moment most of them took it for granted that his disappearance was nothing more than a ridiculous prank. NA NA															
But old Rory Brandybuck was not so sure. NA NA															
Neither age nor an enormous dinner had clouded his wits	and he said to his daughter-in-law	Esmeralda: ‘There’s something fishy in this	my dear! NA NA												
I believe that mad Baggins is off again. NA NA															
Silly old fool. NA NA															
But why worry? He hasn’t taken the vittles with him.’ NA NA															
He called loudly to Frodo to send the wine round again. NA NA															
Frodo was the only one present who had said nothing. NA NA															
For some time he had sat silent beside Bilbo’s empty chair	and ignored all remarks and questions. NA NA														
He had enjoyed the joke	of course	even though he had been in the know. NA NA													
He had difficulty in keeping from laughter at the indignant surprise of the guests. NA NA															
But at the same time he felt deeply troubled: he realized suddenly that he loved the old hobbit dearly. NA NA															
Most of the guests went on eating and drinking and discussing Bilbo Baggins’ oddities	past and present; but the Sackville-Bagginses had already departed in wrath. NA NA														
Frodo did not want to have any more to do with the party. NA NA															
He gave orders for more wine to be served; then he got up and drained his own glass silently to the health of Bilbo	and slipped out of the pavilion. NA NA														
As for Bilbo Baggins	even while he was making his speech	he had been fingering the golden ring in his pocket: his magic ring that he had kept secret for so many years. NA NA													
As he stepped down he slipped it on his finger	and he was never seen by any hobbit in Hobbiton again. NA NA														
He walked briskly back to his hole	and stood for a moment listening with a smile to the din in the pavilion	and to the sounds of merrymaking in other parts of the field. NA NA													
Then he went in. NA NA															
He took off his party clothes	folded up and wrapped in tissue-paper his embroidered silk waistcoat	and put it away. NA NA													
Then he put on quickly some old untidy garments	and fastened round his waist a worn leather belt. NA NA														
On it he hung a short sword in a battered black-leather scabbard. NA NA															
From a locked drawer	smelling of moth-balls	he took out an old cloak and hood. NA NA													
They had been locked up as if they were very precious	but they were so patched and weatherstained that their original colour could hardly be guessed: it might have been dark green. NA NA														
They were rather too large for him. NA NA															
He then went into his study	and from a large strong-box took out a bundle wrapped in old cloths	and a leather-bound manuscript; and also a large bulky envelope. NA NA													
The book and bundle he stuffed into the top of a heavy bag that was standing there	already nearly full. NA NA														
Into the envelope he slipped his golden ring	and its fine chain	and then sealed it	and addressed it to Frodo. NA NA												
At first he put it on the mantelpiece	but suddenly he removed it and stuck it in his pocket. NA NA														
At that moment the door opened and Gandalf came quickly in. NA NA															
‘Hullo!’ said Bilbo. NA NA															
‘I wondered if you would turn up.’ NA NA															
‘I am glad to find you visible	’ replied the wizard	sitting down in a chair	‘I wanted to catch you and have a few final words. NA NA												
I suppose you feel that everything has gone off splendidly and according to plan?’ NA NA															
‘Yes	I do	’ said Bilbo. NA NA													
‘Though that flash was surprising: it quite startled me	let alone the others. NA NA														
A little addition of your own	I suppose?’ NA NA														
‘It was. You have wisely kept that ring secret all these years	and it seemed to me necessary to give your guests something else that would seem to explain your sudden vanishment.’ NA NA														
‘And would spoil my joke. NA NA															
You are an interfering old busybody	’ laughed Bilbo	‘but I expect you know best	as usual.’ NA NA												
‘I do – when I know anything. NA NA															
But I don’t feel too sure about this whole affair. NA NA															
It has now come to the final point. NA NA															
You have had your joke	and alarmed or offended most of your relations	and given the whole Shire something to talk about for nine days	or ninety-nine more likely. NA NA												
Are you going any further?’ NA NA															
‘Yes	I am. I feel I need a holiday	a very long holiday	as I have told you before. NA NA												
Probably a permanent holiday: I don’t expect I shall return. NA NA															
In fact	I don’t mean to	and I have made all arrangements. NA NA													
‘I am old	Gandalf. NA NA														
I don’t look it	but I am beginning to feel it in my heart of hearts. NA NA														
Well-preserved indeed!’ he snorted. NA NA															
‘Why	I feel all thin	sort of stretched	if you know what I mean: like butter that has been scraped over too much bread. simile NA												
That can’t be right. NA NA															
I need a change	or something.’ NA NA														
Gandalf looked curiously and closely at him. alliteration NA															
‘No	it does not seem right	’ he said thoughtfully. NA NA													
‘No	after all I believe your plan is probably the best.’ NA NA														
‘Well	I’ve made up my mind	anyway. NA NA													
I want to see mountains again	Gandalf – mountains; and then find somewhere where I can rest. NA NA														
In peace and quiet	without a lot of relatives prying around	and a string of confounded visitors hanging on the bell. NA NA													
I might find somewhere where I can finish my book. NA NA															
I have thought of a nice ending for it: and he lived happily ever after to the end of his days.’ NA NA															
Gandalf laughed. NA NA															
‘I hope he will. NA NA															
But nobody will read the book	however it ends.’ NA NA														
‘Oh	they may	in years to come. NA NA													
Frodo has read some already	as far as it has gone. NA NA														
You’ll keep an eye on Frodo	won’t you?’ metaphor NA														
‘Yes	I will – two eyes	as often as I can spare them.’ NA NA													
‘He would come with me	of course	if I asked him. NA NA													
In fact he offered to once	just before the party. NA NA														
But he does not really want to	yet. NA NA														
I want to see the wild country again before I die	and the Mountains; but he is still in love with the Shire	with woods and fields and little rivers. NA NA													
He ought to be comfortable here. NA NA															
I am leaving everything to him	of course	except a few oddments. NA NA													
I hope he will be happy	when he gets used to being on his own. alliteration NA														
It’s time he was his own master now.’ NA NA															
‘Everything?’ said Gandalf. NA NA															
‘The ring as well? NA NA															
You agreed to that	you remember.’ NA NA														
‘Well	er	yes	I suppose so	’ stammered Bilbo. NA NA											
‘Where is it?’ NA NA															
‘In an envelope	if you must know	’ said Bilbo impatiently. NA NA													
‘There on the mantelpiece. NA NA															
Well	no! NA NA														
Here it is in my pocket!’ NA NA															
He hesitated. NA NA															
‘Isn’t that odd now?’ he said softly to himself. NA NA															
‘Yet after all	why not? NA NA														
Why shouldn’t it stay there?’ NA NA															
Gandalf looked again very hard at Bilbo	and there was a gleam in his eyes. NA NA														
‘I think	Bilbo	’ he said quietly	‘I should leave it behind. NA NA												
Don’t you want to?’ NA NA															
‘Well yes – and no. NA NA															
Now it comes to it	I don’t like parting with it at all	I may say. NA NA													
And I don’t really see why I should. NA NA															
Why do you want me to?’ he asked	and a curious change came over his voice. NA NA														
It was sharp with suspicion and annoyance. NA NA															
‘You are always badgering me about my ring; but you have never bothered me about the other things that I got on my journey.’ NA NA															
‘No	but I had to badger you	’ said Gandalf. NA NA													
‘I wanted the truth. NA NA															
It was important. NA NA															
Magic rings are – well	magical; and they are rare and curious. NA NA														
I was professionally interested in your ring	you may say; and I still am. NA NA														
I should like to know where it is	if you go wandering again. NA NA														
Also I think you have had it quite long enough. NA NA															
You won’t need it any more	Bilbo	unless I am quite mistaken.’ NA NA													
Bilbo flushed	and there was an angry light in his eyes. NA NA														
His kindly face grew hard. NA NA															
‘Why not?’ he cried. NA NA															
‘And what business is it of yours	anyway	to know what I do with my own things? NA NA													
It is my own. NA NA															
I found it. NA NA															
It came to me.’ NA NA															
‘Yes	yes	’ said Gandalf. NA NA													
‘But there is no need to get angry.’ NA NA															
